state,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,black_pct,college_pct,hisp_other_pct,median_age,pct_white_evangel,pop_density,white_pct,wwc_pct,region
MA,0.5611157822510813,0.41749779128319514,0.4843378267340214,0.5322905149306765,0.47541410927927824,0.614720987115381,0.5912612602067913,0.616166602048537,0.6136319910280229,0.6033830832021647,0.5905006509667129,0.066823049557695,0.29176136811365,0.203741936415125,39.4,0.07742229438323397,11.836505036018947,0.72943501402718,0.293070188630112,New England
MD,0.5303541992343639,0.4713812953749961,0.4701639086016661,0.48199034274054775,0.4981260518598394,0.5425477435186173,0.5648830838450493,0.5597146761355201,0.6191934476264593,0.6197419077931849,0.6032574423519277,0.292548347011439,0.266340220000437,0.188900279666095,38.5,0.1269912450865833,11.723710184034063,0.518551373322466,0.212155476937512,South Atlantic
ME,0.480940766261947,0.42250354199051265,0.3878104074165136,0.4388353887592674,0.3876679730212995,0.5162395588689167,0.4908601647394898,0.5357285569259347,0.5770573729797597,0.5537103419348252,0.4634521409730895,0.012077512596248,0.218791301484485,0.0520494557789375,44.3,0.16724568793004524,9.377285438665307,0.935873031624815,0.479578365878339,New England
MI,0.46465074118397737,0.42497413500949555,0.4023607594370667,0.4567207834593339,0.43773687484399393,0.5169482057469723,0.5127979887069135,0.5123070672905647,0.5743324730745946,0.5420820421051875,0.4727453095086684,0.136940072346489,0.190119195193666,0.108104442990064,39.6,0.22744450623876736,10.920314857532926,0.754955484663447,0.378817514524106,East North Central
MN,0.5489630145887213,0.4650156244212726,0.49718846563288427,0.5291283342633263,0.4348465127847806,0.5110075658200806,0.479055720603522,0.5108968468600654,0.5406029269827984,0.5265230315324626,0.4644503396176695,0.0585611083124527,0.234167576382431,0.133809263110197,37.9,0.23578627767607116,10.74760238327755,0.80762962857735,0.366205489037333,West North Central
MO,0.5110498566748567,0.4434571659339068,0.39975249332122964,0.4785044916272857,0.4407168575694087,0.4753957827961623,0.47084273348102373,0.46100446516831883,0.49292647865705136,0.4438348354545333,0.3813523083523671,0.114914489819433,0.19023077049693,0.0869244317153062,38.4,0.33749051185622164,10.534507462394759,0.798161078465261,0.395936990765888,West North Central
MS,0.4962701232447065,0.48139164564059433,0.3742328159268264,0.39067144591622144,0.40768064143867394,0.4408110022072882,0.40698100150475164,0.40161112592821346,0.43001554426238403,0.4378935954398935,0.40114788271784096,0.374539719109778,0.139747908727421,0.0554192256431207,36.9,0.4190971791042241,9.543381146732168,0.570041055247102,0.299230800141986,East South Central
MT,0.4540418697183741,0.32430650195630195,0.381765818454278,0.46198526556440983,0.3763112452293446,0.41250064483164367,0.3336512679264014,0.3856502839483698,0.4726846477008176,0.41698137374805805,0.35935218775150346,0.00396169583885996,0.210035907723559,0.12991255139038,39.8,0.2912691704460002,9.479560557988366,0.86612575277076,0.417275324266746,Mountain
NC,0.5526918671248569,0.47182855353903075,0.37891963678672186,0.41706311464272827,0.42653368302161304,0.4403553213740164,0.43145671168683253,0.435831462205017,0.49703666399047425,0.48350968577067555,0.46172866168209475,0.211617056106283,0.201512370376354,0.151982121178239,38.4,0.33330254852029817,10.487631582027893,0.636400822715478,0.306070869083748,South Atlantic
ND,0.4577004318753616,0.262985029025359,0.33798964951403204,0.429720010361265,0.32183505174713517,0.4012784757386144,0.3305533969804618,0.3549881246543683,0.44620540014717913,0.3881751425766932,0.27226739458706006,0.0228230322948456,0.188161910191489,0.120309869546262,35.1,0.28879680120760454,9.755584569588564,0.856867098158892,0.406277876521681,West North Central
NE,0.38449671940126806,0.2602273846697512,0.28809826864389887,0.39191038074576884,0.29403454157435605,0.34950658016134867,0.3325351609520107,0.3268216082016382,0.415982657769247,0.38027314417928976,0.33698756377135536,0.0460737274680412,0.199296591568497,0.155558230781537,36.3,0.23609096172222235,10.579373364011786,0.798368041750422,0.370580399076836,West North Central
NH,0.43472692100451377,0.28350738300476575,0.30945168987719335,0.36334498640475,0.38911795091350765,0.4957057734944029,0.46803179160787306,0.5020161082255741,0.5412689705613458,0.5197968415071198,0.46826262669690555,0.0121387725926682,0.254201680672269,0.0785157165081901,42.7,0.15325219489787223,10.141759681393005,0.909345510899142,0.419689784419844,New England
NJ,0.4792391503387658,0.3855799204485422,0.3919754793710855,0.4259814237730408,0.42953959123027496,0.5372029286118354,0.5612560891508792,0.5292340900702746,0.5727213715188599,0.5834235491063761,0.554530844496942,0.126822163128542,0.262030559495527,0.312517598735112,39.6,0.08777564099134835,12.211909560415018,0.560660238136346,0.237622515934703,Middle Atlantic
NM,0.4828440433039679,0.36784828937591646,0.392264323347007,0.4689357425482415,0.45898846638338486,0.4918320223567367,0.47908554054844177,0.490466796420487,0.5690748026279335,0.5299276052046678,0.48255647178634103,0.0178849286367988,0.178093348707903,0.600439460713306,37.3,0.09597849308532423,10.412611475680038,0.381675610649895,0.177838651437912,Mountain
NV,0.4580980403812241,0.2735666332912037,0.32419345140193195,0.38684125397440644,0.3735754999822246,0.43933496884416484,0.4594126276200884,0.4787804051895702,0.551466759243187,0.5235624947040056,0.4791782367811904,0.0840391657792899,0.161414608385494,0.411317213377313,37.7,0.12225287796773109,11.95849654267124,0.504643620843398,0.277741128396921,Mountain
NY,0.508312060923821,0.4399209991552669,0.45830704838242875,0.5161957499310404,0.48654327070307335,0.5833361934510086,0.5901681198066439,0.5792328039841756,0.622239468719256,0.6283555887041113,0.5839624387535433,0.14359209319137,0.243497195809645,0.297188010967446,38.4,0.08944877555440028,12.580470862565937,0.559219895841183,0.238548621624117,Middle Atlantic
OH,0.4889868666639419,0.40909813537809175,0.40003199484576185,0.4414684136075665,0.4018128056321024,0.4737574744720069,0.46440428090356484,0.48706685243153625,0.5150427006052537,0.5066674765831987,0.4355807627672002,0.121338295137297,0.185070814580427,0.0825048347269314,39.3,0.2550984893732212,10.968567710712216,0.796156870135772,0.403566190366102,East North Central
OK,0.48747220190231,0.3496766135401337,0.30667146620625063,0.41281651460757823,0.3402473749585539,0.40449137450247075,0.38426904569573395,0.3442959833524394,0.343549188773065,0.3322768025698344,0.2893168028454389,0.0715782941088754,0.162813946021445,0.263882896661432,36.3,0.43204545734535854,10.292899615512471,0.664538809229693,0.345316561997674,West South Central
OR,0.47618062757069785,0.3866981065004621,0.43739681230009614,0.5127811239799815,0.42478855058958337,0.4715197131575891,0.46959940024120733,0.5134866304221187,0.5674880625692065,0.54239326652769,0.5007185200286208,0.0180456417896876,0.224322611435614,0.216762353088486,39.2,0.2528683583564486,11.035357914680429,0.765192005121826,0.374122853763372,Pacific
PA,0.5039567935072532,0.4247593062020594,0.45989176666694875,0.48386740504438575,0.45146164873251193,0.492261247677619,0.5060817131276611,0.5092380914415062,0.5448552801203738,0.520768577021407,0.4785361616456285,0.10619307056289,0.209000270122251,0.121270192224623,40.7,0.210434650301524,11.207100829903977,0.772536737212487,0.385407691095856,Middle Atlantic
RI,0.5544200455935935,0.4768214786269103,0.4801736465532572,0.5563785459021012,0.4704796356136888,0.5971858848370392,0.6098770018967911,0.5942342622628302,0.6286400461245617,0.627009588632639,0.5440660657037472,0.0547845073276409,0.227617981741023,0.212936188263276,39.9,0.09491625110983697,11.71636557022922,0.732279304409083,0.346625156939718,New England
SC,0.5616951766982355,0.4820896631384125,0.3556517151267541,0.37581198548897626,0.4276254117463252,0.44006252923450373,0.40901523373764903,0.40901835939914694,0.4489656001736624,0.4408803340736147,0.4067341978966509,0.269997776617041,0.183527388890115,0.0924806741427919,39,0.34911811617352934,10.29277308938897,0.637521549240167,0.313473087665865,South Atlantic
SD,0.48912125263570994,0.3169180630021696,0.365287997810405,0.4650612956922084,0.37140970813730095,0.43027119502448846,0.37564225390411327,0.38443645917854796,0.44747431114601743,0.3986614075835246,0.3173742815994899,0.0167071134989549,0.182494704504328,0.156491833480625,36.8,0.3100961465032409,9.568190996530266,0.82680105302042,0.402655229331201,West North Central
TN,0.5594074830696869,0.4840771851910466,0.4157224941924412,0.4154585179526356,0.47084793088803906,0.4799871179264085,0.4728489471775341,0.4252529110879618,0.4182853806271298,0.39075814993795194,0.34716332798650096,0.166599139870806,0.17685396674832,0.0908504450478152,38.6,0.4427908569471662,10.391341175409446,0.742550415081379,0.38426324021608,East South Central
TX,0.511389568072175,0.414200301389191,0.36113948292667203,0.433493692203095,0.37078458334051023,0.43831771937065145,0.37981958091571044,0.3822426046274135,0.4368312144588963,0.41383358283760857,0.4323525798101196,0.11666911989856,0.182730339145572,0.454605156338463,34.3,0.20926415556028044,11.35211735524185,0.428725723762977,0.193339934934163,West South Central
UT,0.3364817873758818,0.20568664839311962,0.246752194849251,0.320464352836441,0.24654501759413333,0.3329677643251721,0.26344722181136915,0.25995641508701894,0.3440574566607516,0.2474966582796037,0.2746126859226901,0.0105927271111889,0.189432924696913,0.199410075215243,30.5,0.109126588376713,11.307666123689991,0.789997197673568,0.309658740770109,Mountain
VA,0.47958215632133516,0.40308740686118993,0.3709293848278818,0.3923140487194568,0.4058607440265809,0.45147771163457395,0.4443561054475593,0.4552591760381672,0.5262946987317566,0.5115645679621864,0.49751352833417695,0.188392307295093,0.255021424937652,0.185382847044783,38,0.2230887554805075,11.077294982182073,0.626224845660123,0.265166594309889,South Atlantic
VT,0.42304053245750456,0.3842118340920492,0.408124112704158,0.47579809968437664,0.46113751764750555,0.5335443356329489,0.5063470921619528,0.5893746257712714,0.6745568319560924,0.665705503023823,0.5572274212321393,0.0120614245736717,0.257977446064588,0.0555491518260235,42.8,0.08365047450102382,9.108415574117503,0.932389423600305,0.420025422806242,New England
WA,0.46114260440466104,0.3731607202504141,0.42580817212559535,0.5004768790078343,0.43410220037463415,0.49840472048333573,0.5015821531675426,0.5282114831183694,0.5765289221364835,0.5616339829967276,0.5253868006182659,0.0350912354268855,0.235335532227694,0.267348789750357,37.6,0.17641908792493102,11.307497505774847,0.697559974822757,0.327125633911565,Pacific
WI,0.4950336357441171,0.4318031550825899,0.4502170060980545,0.5141403024628491,0.4113155574098482,0.48810952162606797,0.47832819660687437,0.49699717084411216,0.5621778651794235,0.5277616253515459,0.4645384137224266,0.0623079089335002,0.196848565653523,0.119550244247267,39.2,0.20546525072675645,10.465818678517401,0.818141846819233,0.40585631254211,East North Central
WV,0.5806951864533234,0.49810834807479853,0.44597834567008543,0.5219811085378939,0.4841482161898089,0.515055958042859,0.4559266436669526,0.43205141097021404,0.42589750382296754,0.3553930415638732,0.26476928017771517,0.0350677766145501,0.140143169557768,0.0422148218437831,42.2,0.455459228228805,9.481219119851541,0.922717401541667,0.530171059802063,South Atlantic
WY,0.39809265525159426,0.27970211586018007,0.28242877100884806,0.3801337857049804,0.34099777871165277,0.3683586124752447,0.282983820405566,0.2902309102316484,0.32509493770203685,0.2763690611525283,0.2162890087639303,0.00992969821673525,0.178247599451303,0.147090192043896,37,0.33509487044222186,9.495933287035538,0.842980109739369,0.418774005486968,Mountain
